listing_url,featured
https://garasi.id/mobil-bekas/2018-toyota-calya/00pg397,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pf312,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pj967,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh572,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qi881,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh786,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh318,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qg266,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qe688,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qe677,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qe670,False
https://garasi.id/mobil-bekas/2019-toyota-calya/00qd921,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qd579,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00py881,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00py258,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00py257,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh425,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qg346,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00pu795,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pu777,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pi608,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pi553,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pi413,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pi403,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pi393,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pe506,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pb982,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00oz997,False
https://garasi.id/mobil-bekas/2019-toyota-calya/00qf090,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00pe800,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00qg162,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pn397,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pn392,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pn343,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qe393,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pp964,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00py888,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00ps789,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pf617,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qi967,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qg626,True
https://garasi.id/mobil-bekas/2018-toyota-calya/00pf601,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qf962,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qi741,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qi949,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00qh904,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qh589,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00qg993,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qg576,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00qe992,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qe742,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00ou952,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qd429,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00qe689,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qe671,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qe163,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qd991,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qd203,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00qc137,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pz337,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00py733,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00py720,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00py707,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pd189,True
https://garasi.id/mobil-bekas/2019-toyota-calya/00qd436,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00py260,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pu775,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00pu756,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pu709,False
